Full Name,Draft Value,Initial State,Initial Team Color,Initial Ideology,Draft Year,Historic Retirement,Death Year,First Year Command,First Year Legislative,First Year Governing,First Year Judicial,First Year Military,First Year Administrative,Flip Date Year 1,Flip Date Year 2,Flip Date Year 3
Joseph R West,4,LA,Red,Mod,1848,1876,1898,0,1,0,0,1,0,,,
Willard Saulsbury Sr,4,DE,Blue,Cons,1848,1872,1892,0,1,0,1,0,1,,,
Stevenson Archer II,4,MD,Blue,Mod,1852,1892,1898,0,1,0,0,0,1,,,
Carroll Reece,4,TN,Red,Cons,1916,1960,1961,0,1,0,0,0,0,,,
Forrest Smith,4,MO,Blue,Lib,1912,1956,1962,0,0,1,0,0,1,,,
Bill Waller Sr,4,MS,Blue,Cons,1952,1980,2011,0,0,1,0,1,0,,,
James G Watt,4,WY,Red,Trad,1964,1984,,0,0,0,0,0,1,,,
Bill Young,4,FL,Red,Mod,1956,2012,2013,0,1,0,0,0,1,,,
Brock Adams,4,WA,Blue,Mod,1952,1996,2004,0,1,0,0,0,1,,,
Mike Espy,4,MS,Blue,Mod,1980,2020,,0,1,0,0,0,1,,,
Jay Kim,4,CA,Red,Mod,1964,2000,,0,1,0,0,0,1,,,
Corrine Brown,4,FL,Blue,Lib,1972,2016,,0,1,0,0,0,0,,,
Don Siegelman,4,AL,Blue,Mod,1972,2008,,0,0,1,0,0,1,,,
Eliot Spitzer,4,NY,Blue,Lib,1984,2008,,0,0,1,0,0,1,,,
Cal Cunningham,4,NC,Blue,Mod,2000,,,0,1,0,0,1,0,,,
Mel Watt,4,NC,Blue,Lib,1972,2016,,0,1,0,0,0,0,,,
Robert Torricelli,4,NJ,Blue,Mod,1976,2004,,0,1,0,0,0,1,,,
Shelley Berkley,4,NV,Blue,Mod,1976,2012,,0,1,0,0,0,1,,,
Vito Fossella,4,NY,Red,Mod,1992,2008,,0,1,0,0,0,1,,,
Neil Goldschmidt,4,OR,Blue,Lib,1968,1992,,0,0,1,0,0,1,,,
Chaka Fattah,4,PA,Blue,Lib,1984,2016,,0,1,0,0,0,0,,,
Bob McDonnell,4,VA,Red,Cons,1980,2016,,0,0,1,0,1,1,,,
David Wu,4,OR,Blue,Mod,1980,2012,,0,1,0,0,0,1,,,
Jeff Fortenberry,4,NE,Red,Trad,1988,2024,,0,1,0,0,0,0,,,
Eric Greitens,4,MO,Blue,Cons,2000,,,0,0,1,0,1,0,2012,,
Duncan D Hunter,4,CA,Red,Cons,2004,2008,,0,1,0,0,1,0,,,
Steve Watkins,4,KS,Red,Cons,2004,,,0,1,0,0,0,1,,,
Aaron Schock,4,IL,Red,Cons,2008,2016,,0,1,0,0,0,1,,,
Darren Bailey,4,IL,Red,RW Pop,1992,,,0,1,1,0,0,0,,,
Katie Hill,4,CA,Blue,Lib,2012,,,0,1,0,0,0,1,,,
Cyrus Griffin,4,VA,Blue,Cons,1776,,1810,0,1,0,1,0,0,,,
Creighton Abrams,4,MA,Red,Mod,1940,,1974,0,0,0,0,2,0,,,
Alexander Macomb,4,MI,Red,Mod,1808,,1841,0,0,0,0,2,0,,,
Jacob Brown,4,PA,Red,Mod,1800,,1828,0,0,0,0,2,0,,,
William Bainbridge,4,PA,Red,Mod,1800,,1833,0,0,0,0,2,1,,,
Stephen Decatur,4,PA,Red,Mod,1804,,1820,0,0,0,0,2,0,,,
John Barry,4,PA,Blue,Mod,1772,,1803,0,0,0,0,3,0,,,
John Paul Jones,4,VA,Blue,Mod,1772,,1792,0,0,0,0,3,0,,,
John J Patterson,4,PA,Red,Mod,1856,1880,1912,0,1,0,0,1,0,,,
Elijah V Brookshire,4,IN,Blue,Mod,1880,1896,1936,0,1,0,1,0,0,,,
Jonathan Hobratsch,4,TX,Blue,Prog,2004,,,0,1,0,0,0,0,,,
Green Clay,4,VA,Blue,Mod,1784,1828,1828,0,1,0,0,1,0,,,
John Brown,4,VA,Blue,Mod,1784,1804,1837,0,1,0,0,0,0,,,
John Holmes,4,ME,Blue,Cons,1800,1832,1843,0,1,0,0,0,0,1824,,
Peter Rawson Taft,4,VT,Red,Mod,1812,1836,1867,0,1,0,1,0,0,,,
Robert W Roberts,4,TN,Blue,Cons,1812,1848,1865,0,1,0,1,0,0,,,
Richard Bache Jr,4,PA,Blue,Mod,1812,,1848,0,1,0,0,1,0,,,
James Monroe II,4,NY,Red,Mod,1824,1840,1870,0,1,0,0,1,0,,,
John S Horner,4,MI,Blue,Mod,1828,1836,1883,0,0,1,0,0,1,,,
James G King,4,NY,Red,Mod,1816,,1853,0,1,0,0,0,1,,,
Thomas J Henley,4,IN,Blue,Mod,1836,,1875,0,1,0,0,0,0,,,
Experience Estabrook,4,WI,Blue,Mod,1840,1860,1894,0,1,0,0,0,1,,,
Kellian Whaley,4,VA,Red,Cons,1848,,1876,0,1,0,0,1,0,,,
John Wilkins Whitfield,4,KS,Blue,Cons,1844,,1879,0,1,0,0,1,0,,,
Ira Sherwin Hazeltine,4,WI,Red,Lib,1848,1882,1899,0,1,0,0,0,0,,,
Benjamin Wilson,4,VA,Blue,Mod,1852,1884,1901,0,1,0,0,0,1,,,
James M Ashley,4,OH,Red,Lib,1852,1872,1896,0,1,1,0,0,0,,,
James B Belford,4,IN,Red,Mod,1864,1884,1910,0,1,0,1,0,0,,,
Michael A. Healy,4,MA,Red,Mod,1864,,1904,0,0,0,0,1,0,,,
Robert Waterman,4,IL,Red,Lib,1852,,1891,0,1,0,0,0,0,,,
Alexander White,4,AL,Red,Mod,1844,1876,1893,0,1,0,1,0,0,,,
Charles Van Wyck,4,NY,Red,Prog,1852,1892,1895,0,1,0,0,1,0,,,
Lawrence Trimble,4,KY,Blue,Cons,1852,1872,1904,0,1,0,1,0,0,,,
Richard H Whiteley,4,GA,Red,Mod,1856,,1890,0,1,0,0,1,0,,,
Edwin F Ladd,4,NY,Red,Mod,1884,,1925,0,1,0,0,0,0,,,
William McAdoo,4,NJ,Blue,Lib,1880,1892,1930,0,1,0,0,0,1,,,
William Neville,4,NE,Blue,LW Pop,1868,,1909,0,1,0,1,0,0,,,
David Hayes Kincheloe,4,KY,Blue,Cons,1904,1948,1950,0,1,0,1,0,0,,,
Allen I Olson,4,ND,Red,Cons,1964,1988,,0,0,1,0,0,1,,,
Scott Brown,4,MA,Red,Mod,1984,2024,,0,1,0,0,1,1,,,
Nicholas Cooke,4,RI,Red,Mod,1744,,1782,0,0,1,0,0,1,,,
John Hanson,4,MD,Blue,Mod,1748,,1783,0,1,0,0,0,1,,,
James Otis Jr,4,MA,Red,Mod,1752,,1783,0,0,0,0,0,1,,,
Lachlan McIntosh,4,GA,Blue,Cons,1752,1792,1806,0,1,0,0,1,0,,,
James Jones,4,GA,Red,Cons,1756,1800,1801,0,1,0,0,1,0,,,
Richard Morris,4,NY,Red,Mod,1756,1804,1810,0,1,0,1,0,0,,,
Simeon Olcott,4,NH,Red,Mod,1760,1804,1815,0,1,0,1,0,0,,,
John Williston,4,MA,Blue,Mod,1764,1792,1820,0,1,0,0,0,1,,,
Henry Marchant,4,RI,Red,Mod,1768,,1796,0,0,0,2,0,1,,,
John Hiester,4,PA,Blue,Mod,1772,1810,1821,0,1,0,0,1,0,,,
Benjamin Williams,4,NC,Red,Cons,1776,,1814,0,1,0,0,1,0,,,
Gabriel Hiester,4,PA,Blue,Mod,1776,1820,1824,0,1,0,0,1,0,,,
John Hathorn,4,NY,Blue,Mod,1776,1796,1825,0,1,0,0,1,0,,,
Joseph Calhoun,4,SC,Blue,Cons,1776,,1817,0,1,0,0,1,0,,,
Peleg Wadsworth,4,MA,Red,Cons,1776,1808,1829,0,1,0,0,1,0,,,
Philip Van Cortlandt,4,NY,Blue,Cons,1776,1810,1831,0,1,0,0,1,0,1792,,
Thomas Claiborne,4,VA,Blue,Cons,1776,,1812,0,1,0,0,1,0,,,
Walter Bowie,4,MD,Blue,Mod,1776,,1810,0,1,0,0,1,0,,,
Andrew Moore,4,VA,Blue,Cons,1780,,1821,0,1,0,0,1,0,,,
Benjamin Howland,4,RI,Blue,Mod,1780,,1821,0,1,0,0,1,0,,,
David Hall,4,DE,Blue,Cons,1780,,1817,0,0,1,1,0,0,,,
Ebenezer Huntington,4,CT,Red,Cons,1780,1820,1834,0,1,0,0,1,0,,,
Franklin Davenport,4,NJ,Red,Mod,1780,1800,1832,0,1,0,0,1,0,,,
Henry Latimer,4,DE,Red,Cons,1780,,1819,0,1,0,0,0,0,,,
John Davenport,4,CT,Red,Cons,1780,1816,1830,0,1,0,0,1,0,,,
John Parke Custis,4,VA,Red,Mod,1780,,1781,0,1,0,0,0,1,,,
Jonas Galusha,4,VT,Blue,Mod,1780,1824,1834,0,0,1,0,1,0,,,
Matthew Clay,4,VA,Blue,Cons,1780,,1815,0,1,0,0,1,0,,,
Stephen R Bradley,4,VT,Blue,Lib,1780,1812,1830,0,1,0,1,0,0,,,
William Bradford,4,PA,Red,Mod,1780,,1795,0,0,0,1,1,1,,,
William Stephens Smith,4,NY,Red,Mod,1780,,1816,0,1,0,0,1,0,,,
Alexander J Dallas,4,PA,Blue,Mod,1784,,1817,0,0,0,0,0,2,,,
Andrew Kirkpatrick,4,NJ,Blue,Mod,1784,1820,1831,0,1,0,1,0,0,,,
Caleb P Bennett,4,DE,Blue,Mod,1784,1836,1836,0,0,1,0,1,0,,,
Elijah Paine,4,VT,Red,Cons,1784,1800,1842,0,1,0,1,0,0,,,
James Schureman,4,NJ,Red,Cons,1784,,1824,0,1,0,0,1,0,,,
Jonathan Robinson,4,VT,Blue,Lib,1784,,1819,0,1,0,1,0,0,,,
Samuel J Cabell,4,VA,Blue,Cons,1784,,1818,0,1,0,0,1,0,,,
Theodorus Bailey,4,NY,Blue,Mod,1784,1804,1828,0,1,0,0,1,0,,,
William Butler,4,SC,Blue,Cons,1784,,1821,0,1,0,0,1,0,,,
William Richardson Davie,4,NC,Red,Cons,1784,,1820,0,1,0,0,1,0,,,
Artemas Ward Jr,4,MA,Red,Cons,1788,1816,1847,0,1,0,1,0,0,,,
Buckner Thruston,4,KY,Blue,Mod,1788,1844,1845,0,1,0,1,0,0,,,
Clifton Clagett,4,NH,Red,Mod,1788,,1829,0,1,0,1,0,0,1816,,
Daniel Blaisdell,4,NH,Red,Mod,1788,1812,1833,0,1,0,1,0,0,,,
Edward Preble,4,MA,Red,Mod,1788,,1807,0,0,0,0,2,1,,,
Elijah Boardman,4,CT,Blue,Cons,1788,,1823,0,1,0,0,1,0,,,
Jacques Villere,4,LA,Blue,Cons,1788,,1830,0,0,1,0,1,0,,,
Jonathan O Mosely,4,CT,Red,Cons,1788,1820,1838,0,1,0,0,0,1,,,
Lewis B Sturges,4,CT,Red,Mod,1788,1816,1844,0,1,0,0,0,1,,,
Michael Leib,4,PA,Blue,Lib,1788,,1822,0,1,0,0,0,0,,,
Philip Stuart,4,MD,Red,Mod,1788,1820,1830,0,1,0,0,1,0,,,
William Jones,4,PA,Blue,Mod,1788,1816,1831,0,1,0,0,0,1,,,
Alexander Ogle,4,PA,Blue,Mod,1792,,1832,0,1,0,0,1,0,,,
Francis Preston,4,VA,Blue,Mod,1792,1800,1835,0,1,0,0,1,0,,,
Obadiah German,4,NY,Blue,Lib,1792,1816,1842,0,1,0,0,0,0,1832,,
Samuel Dana,4,MA,Blue,Mod,1792,,1835,0,1,0,1,0,0,,,
Timothy Pitkin,4,CT,Red,Cons,1792,1824,1847,0,1,1,0,0,0,,,
Charles Tait,4,GA,Blue,Cons,1796,,1835,0,1,0,1,0,0,,,
Dudley Chase,4,VT,Blue,Mod,1796,1832,1846,0,1,0,1,0,0,1824,,
John Taliaferro,4,VA,Blue,Mod,1796,1844,1852,0,1,0,0,0,1,1824,,
Pierre Derbigny,4,LA,Red,Cons,1796,,1829,0,0,1,0,0,1,,,
Reasin Beall,4,OH,Blue,Mod,1796,1816,1843,0,1,0,0,1,0,1824,,
Samuel S Seward,4,NY,Red,Mod,1796,1840,1849,0,1,0,1,0,0,,,
Benjamin Tappan,4,OH,Blue,Mod,1800,1844,1857,0,1,0,1,0,0,,,
John A Cocke,4,TN,Blue,Cons,1800,1828,1854,0,1,0,0,1,0,,,
John Baldwin,4,CT,Red,Mod,1800,1828,1850,0,1,0,1,0,0,,,
William Hunter,4,RI,Red,Mod,1800,1848,1849,0,1,0,0,0,1,,,
William P Maclay,4,PA,Blue,Cons,1800,,1842,0,1,0,1,0,0,,,
Nathan Sanford,4,NY,Blue,Lib,1804,,1838,0,1,0,0,0,1,,,
Samuel Fowler,4,NJ,Blue,Mod,1804,,1844,0,1,0,0,0,0,,,
Benjamin Ruggles,4,OH,Blue,Cons,1808,1832,1857,0,1,0,1,0,0,1836,,
Charles Augustus Barnitz,4,PA,Red,LW Pop,1808,1836,1850,0,1,0,0,0,0,,,
Charles J Ingersoll,4,PA,Blue,Cons,1808,1848,1862,0,1,0,0,0,1,,,
George A Waggaman,4,LA,Red,Cons,1808,,1843,0,1,0,1,0,1,,,
Grattan Wheeler,4,NY,Red,Lib,1808,,1852,0,1,0,0,0,0,,,
James B Spencer,4,NY,Blue,Mod,1808,,1848,0,1,0,0,1,0,,,
James D Breckinridge,4,KY,Blue,Cons,1808,,1849,0,1,0,1,0,0,,,
John Wales,4,DE,Red,Lib,1808,1852,1863,0,1,0,0,0,0,,,
Reuel Williams,4,ME,Blue,Mod,1808,1844,1862,0,1,0,0,0,1,,,
Samuel Cushman,4,NH,Blue,Mod,1808,,1851,0,1,0,1,0,0,,,
Thomas Stockton,4,DE,Red,Mod,1808,,1846,0,0,1,0,1,0,,,
William Jackson,4,MA,Red,RW Pop,1808,1836,1855,0,1,0,0,0,0,,,
Alfred Cuthbert,4,GA,Blue,Cons,1812,1844,1856,0,1,0,0,1,0,,,
Churchill Cambreleng,4,NY,Blue,Lib,1812,1840,1862,0,1,0,0,0,1,1856,,
Henry Matson Waite,4,CT,Red,Mod,1812,1860,1869,0,1,0,1,0,0,,,
Joseph R Ingersoll,4,PA,Red,Cons,1812,1852,1868,0,1,0,0,0,1,,,
Josiah J Evans,4,SC,Blue,Cons,1812,,1858,0,1,0,1,0,0,,,
Philo Fuller,4,NY,Red,Cons,1812,,1855,0,1,0,0,0,1,,,
Walter Forward,4,PA,Blue,Mod,1812,1844,1852,0,1,0,1,0,1,1832,,
Aaron Ward,4,NY,Blue,Mod,1816,1844,1867,0,1,0,0,0,1,,,
Andrew Stewart,4,PA,Blue,Mod,1816,1848,1872,0,1,0,0,0,0,1828,,
Dutee Pearce,4,RI,Red,Mod,1816,,1849,0,1,0,0,0,0,,,
Ferdinand Schureman Schenck,4,NJ,Blue,Mod,1816,1836,1860,0,1,0,1,0,0,,,
Francis R Shunk,4,PA,Blue,Mod,1816,,1848,0,0,1,0,0,1,,,
Freeborn Jewett,4,NY,Blue,Mod,1816,,1858,0,1,0,1,0,0,,,
George Corbin Washington,4,MD,Red,Cons,1816,,1854,0,1,0,0,0,0,,,
Henry Adams Bullard,4,LA,Red,Cons,1816,,1851,0,1,0,1,0,0,,,
Henry S Geyer,4,MO,Red,Mod,1816,,1859,0,1,0,0,1,1,,,
Henry Y Cranston,4,RI,Red,Cons,1816,1848,1864,0,1,0,0,1,0,,,
John Ewing,4,IN,Red,Mod,1816,,1858,0,1,0,0,1,0,,,
John Nelson,4,MD,Red,Mod,1816,,1860,0,1,0,0,0,1,,,
John T Stoddert,4,MD,Blue,Mod,1816,1836,1870,0,1,0,0,1,0,,,
Joseph Edsall,4,NJ,Blue,Mod,1816,1849,1865,0,1,0,1,0,0,,,
Joseph M Hernandez,4,FL,Red,Lib,1816,,1857,0,1,0,0,1,0,,,
Joseph R Underwood,4,KY,Red,Mod,1816,1864,1876,0,1,0,0,0,0,1856,,
Powhatan Ellis,4,MS,Blue,Cons,1816,1844,1863,0,1,0,1,0,0,,,
Rufus Goodenow,4,ME,Red,Mod,1816,1852,1863,0,1,0,0,1,0,,,
Thomas Beekman,4,NY,Red,Lib,1816,1832,1870,0,1,0,0,0,0,,,
Thomas Ewing,4,OH,Red,Mod,1816,1880,1871,0,1,0,0,0,1,,,
Weldon N Edwards,4,NC,Blue,Trad,1816,1828,1873,0,1,0,0,0,0,,,
William Burton,4,DE,Blue,Cons,1816,1864,1866,0,0,1,0,1,0,,,
William Patterson,4,OH,Blue,Mod,1816,1836,1868,0,1,0,1,0,0,,,
William Plumer Jr,4,NH,Blue,Mod,1816,1828,1854,0,1,0,0,0,0,1824,,
Albert C Greene,4,RI,Red,Mod,1820,1852,1863,0,1,0,0,0,1,,,
Alexander Twilight,4,VT,Red,Lib,1820,,1857,0,1,0,0,0,0,,,
Amasa Dana,4,NY,Blue,Mod,1820,1848,1867,0,1,0,1,0,0,,,
Arthur P Bagby,4,AL,Blue,Mod,1820,,1858,0,1,1,0,0,0,,,
David Potts Jr,4,PA,Red,Mod,1820,,1863,0,1,0,0,0,0,,,
George E Wales,4,VT,Red,Mod,1820,,1860,0,1,0,1,0,0,,,
Henry W Connor,4,NC,Blue,Cons,1820,1840,1866,0,1,0,0,0,0,,,
Jackson Morton,4,FL,Red,Trad,1820,1860,1874,0,1,0,0,0,0,,,
James Abercrombie,4,AL,Red,Mod,1820,1860,1861,0,1,0,0,1,0,,,
James Black,4,PA,Blue,Mod,1820,1848,1872,0,1,0,1,0,0,,,
James Iver McKay,4,NC,Blue,Trad,1820,,1853,0,1,0,0,0,0,,,
Job Mann,4,PA,Blue,Cons,1820,1852,1873,0,1,0,0,0,1,,,
John Banks,4,PA,Red,Mod,1820,1836,1864,0,1,0,0,0,1,,,
Samuel S Phelps,4,VT,Red,Mod,1820,,1855,0,1,0,1,0,0,,,
William L Storrs,4,CT,Blue,Mod,1820,,1861,0,1,0,1,0,0,,,
William S Miller,4,NY,Red,Cons,1820,1848,1854,0,1,0,0,0,0,,,
Andrew P Butler,4,SC,Blue,Trad,1824,,1857,0,1,0,1,0,0,,,
Charles Allen,4,MA,Red,Mod,1824,1852,1869,0,1,0,1,0,0,,,
Charles Murphey,4,GA,Blue,Cons,1824,,1861,0,1,0,0,0,0,,,
Elisha D Cullen,4,DE,Red,Mod,1824,,1862,0,1,0,0,0,0,,,
John Henderson,4,MS,Red,Cons,1824,,1857,0,1,0,0,1,0,,,
Mace Moulton,4,NH,Blue,Mod,1824,1848,1867,0,1,0,0,0,1,,,
Nathaniel Boyden,4,NC,Red,Cons,1824,1868,1873,0,1,0,1,0,0,,,
Samuel Dinsmoor Jr,4,NH,Blue,Mod,1824,1852,1869,0,0,1,0,0,1,,,
Thomas B Osborne,4,CT,Red,Mod,1824,1844,1869,0,1,0,1,0,0,,,
Albert Smith White,4,IN,Red,Cons,1828,,1864,0,1,0,1,0,0,,,
Charles Ready,4,TN,Red,Cons,1828,1860,1878,0,1,0,0,0,0,,,
Emile La Sere,4,LA,Blue,Cons,1828,1852,1882,0,1,0,0,1,0,,,
George W Smyth,4,TX,Blue,Cons,1828,,1866,0,1,0,0,0,1,,,
Hestor L Stevens,4,MI,Blue,Mod,1828,,1864,0,1,0,0,1,0,,,
James Harlan,4,KY,Red,Mod,1828,,1863,0,1,0,0,0,1,,,
James Westcott,4,FL,Blue,Cons,1828,1848,1880,0,1,0,0,0,1,,,
John Hull Campbell,4,PA,Red,Mod,1828,,1868,0,1,0,0,0,0,,,
John Pendleton,4,VA,Red,Cons,1828,,1868,0,1,0,0,0,1,,,
John W Howe,4,PA,Red,Lib,1828,1852,1873,0,1,0,0,0,0,,,
Jonathan Worth,4,NC,Blue,Mod,1828,,1869,0,1,1,0,0,1,,,
Joseph S Cottman,4,MD,Red,Cons,1828,,1863,0,1,0,0,0,0,,,
Loren P Waldo,4,CT,Blue,Mod,1828,1852,1881,0,1,0,1,0,0,,,
Nat Turner,4,VA,Red,Lib,1828,,1831,0,0,0,0,1,0,,,
Socrates Sherman,4,NY,Red,Mod,1828,1864,1873,0,1,0,0,1,0,,,
Thomas Stevenson Drew,4,AR,Blue,RW Pop,1828,1852,1879,0,0,1,1,0,0,,,
William Alston,4,AL,Red,Mod,1828,1856,1876,0,1,0,1,0,0,1856,,
William Hebard,4,VT,Red,Mod,1828,1852,1875,0,1,0,1,0,0,,,
Abijah Gilbert,4,FL,Red,Lib,1832,1876,1881,0,1,0,0,0,0,,,
Andrew B Moore,4,AL,Blue,RW Pop,1832,,1873,0,0,1,0,0,0,,,
Charles D Coffin,4,OH,Red,Mod,1832,1940,1880,0,1,0,1,0,0,,,
Edwin B Morgan,4,NY,Red,Mod,1832,,1881,0,1,0,0,1,0,,,
John McQueen,4,SC,Blue,Trad,1832,,1867,0,1,0,0,0,0,,,
Joseph M Root,4,OH,Red,Lib,1832,1852,1879,0,1,0,0,0,0,,,
Orville Browning,4,IL,Red,Mod,1832,1868,1881,0,1,0,0,0,1,1868,,
Ralph P Lowe,4,IA,Red,Mod,1832,1864,1883,0,0,1,1,0,0,,,
Samuel P Benson,4,ME,Red,Mod,1832,1956,1876,0,1,0,0,0,1,,,
William A Graham,4,NC,Red,Cons,1832,1856,1875,0,1,0,0,0,1,1860,,
Alfred Greenwood,4,AR,Blue,Trad,1836,1860,1889,0,1,0,0,0,1,,,
Asa Biggs,4,NC,Blue,Mod,1836,,1878,0,1,0,1,0,0,,,
Carlton B Curtis,4,PA,Red,Mod,1836,1876,1883,0,1,0,0,1,0,,,
Charles E Stuart,4,MI,Blue,Mod,1836,1860,1887,0,1,0,0,1,0,,,
Edmund Burke,4,NH,Blue,Mod,1836,1844,1892,0,1,0,0,0,1,,,
Elisha R Potter II,4,RI,Red,Cons,1836,1844,1882,0,1,0,1,0,0,,,
George Goldthwaite,4,AL,Blue,Cons,1836,,1879,0,1,0,1,0,0,,,
George Sydney Hawkins,4,FL,Blue,Cons,1836,1860,1878,0,1,0,1,0,0,,,
Hendrick B Wright,4,PA,Blue,Lib,1836,1880,1881,0,1,0,0,0,0,,,
Henry Clay Jr,4,KY,Red,Mod,1836,,1847,0,1,0,0,1,0,,,
Henry Myer Phillips,4,PA,Blue,Mod,1836,1884,1884,0,1,0,0,0,0,,,
John D Freeman,4,MS,Blue,Cons,1836,1852,1886,0,1,0,0,0,1,,,
John Van Buren,4,NY,Blue,Mod,1836,,1866,0,0,0,0,0,1,,,
Lewis D Campbell,4,OH,Red,Mod,1836,1868,1882,0,1,0,0,0,1,1872,,
Peter Van Winkle,4,WV,Red,Mod,1836,,1872,0,1,0,0,0,0,,,
Rufus W Peckham Sr,4,NY,Blue,Mod,1836,,1873,0,1,0,1,0,0,,,
Thomas De Lage Sumter,4,SC,Blue,Mod,1836,,1874,0,1,0,0,1,0,,,
Thomas G Turner,4,RI,Red,Mod,1836,,1875,0,1,0,0,0,0,,,
Thomas Watkins Ligon,4,MD,Blue,Lib,1836,1860,1881,0,1,1,0,0,0,,,
Warner Underwood,4,KY,Red,Mod,1836,,1872,0,1,0,0,0,1,,,
Arthur MacArthur Sr,4,WI,Blue,Lib,1840,1888,1896,0,0,1,1,0,0,,,
Augustus C Dodge,4,IA,Blue,Mod,1840,1864,1883,0,1,0,0,0,1,,,
Benjamin Nabers,4,MS,Red,Cons,1840,,1878,0,1,0,0,0,0,,,
Benjamin Thomas,4,MA,Red,Mod,1840,,1878,0,1,0,1,0,0,,,
Cornelius Leary,4,MD,Red,Mod,1840,1864,1893,0,1,0,0,0,0,,,
Daniel B Wright,4,MS,Blue,Cons,1840,1856,1887,0,1,0,0,1,0,,,
Daniel D Pratt,4,IN,Red,Mod,1840,,1877,0,1,0,0,0,1,,,
Edward J Morris,4,PA,Red,Mod,1840,,1881,0,1,0,0,0,1,,,
Elijah W Chastain,4,GA,Blue,Cons,1840,,1874,0,1,0,0,1,0,,,
George M Landers,4,CT,Blue,Mod,1840,1880,1895,0,1,0,0,0,1,,,
James M Leach,4,NC,Blue,Cons,1840,1876,1891,0,1,0,0,1,0,,,
Jesse O Norton,4,IL,Red,Mod,1840,,1875,0,1,0,1,0,0,,,
Joseph P Comegys,4,DE,Red,Cons,1840,1884,1893,0,1,0,1,0,0,1856,,
Leander Cox,4,KY,Red,Mod,1840,1856,1865,0,0,0,1,1,0,,,
Luke P Poland,4,VT,Red,Mod,1840,1884,1887,0,1,0,1,0,0,,,
Nathan B Durfee,4,RI,Red,Mod,1840,,1872,0,1,0,0,0,0,,,
Nathaniel Eldridge,4,MI,Blue,Mod,1840,1888,1893,0,1,0,0,1,0,,,
Percy Walker,4,AL,Red,Mod,1840,,1880,0,1,0,0,0,0,,,
Robert W Johnson,4,AR,Blue,Cons,1840,,1879,0,1,0,0,0,1,,,
Samuel A Dobbins,4,NJ,Red,Mod,1840,1876,1886,0,1,0,0,0,0,,,
Samuel C Fessenden,4,ME,Red,Mod,1840,,1882,0,1,0,0,0,0,,,
Samuel H Woodson,4,MO,Blue,Trad,1840,,1881,0,1,0,1,0,0,,,
Samuel Locke Sawyer,4,MO,Blue,Mod,1840,1880,1890,0,1,0,1,0,0,,,
William D Kelley,4,PA,Blue,Lib,1840,1892,1890,0,1,0,1,0,0,1856,,
Aaron F Stevens,4,NH,Red,Mod,1844,1872,1887,0,1,0,0,1,0,,,
Benjamin F Loan,4,MO,Red,Mod,1844,,1881,0,1,0,0,1,0,,,
Colin M Ingersoll,4,CT,Blue,Cons,1844,1856,1903,0,1,0,0,1,0,,,
David T Patterson,4,TN,Blue,Cons,1844,1868,1891,0,1,0,1,0,0,,,
Edmund Rice,4,MN,Blue,Mod,1844,1888,1889,0,1,0,0,1,0,,,
George W Ladd,4,ME,Red,Lib,1844,1884,1892,0,1,0,0,0,0,,,
Gilchrist Porter,4,MO,Red,Cons,1844,1856,1894,0,1,0,1,0,0,,,
Henry Gardner,4,MA,Red,Mod,1844,1860,1892,0,0,1,0,0,0,,,
Henry Van Aernam,4,NY,Red,Mod,1844,1884,1894,0,1,0,0,0,0,,,
James M Harris,4,MD,Red,Mod,1844,1876,1898,0,1,0,0,0,0,,,
John S Carlile,4,VA,Red,Mod,1844,,1878,0,1,0,0,0,0,,,
John S Hager,4,CA,Blue,Lib,1844,1876,1890,0,1,0,1,0,0,,,
John W Johnston,4,VA,Blue,Cons,1844,1884,1889,0,1,0,1,0,0,,,
John W Menzies,4,KY,Blue,Mod,1844,1892,1897,0,1,0,1,0,0,,,
Marion Bethune,4,GA,Red,Mod,1844,1872,1895,0,1,0,1,0,0,,,
Mordecai Oliver,4,MO,Red,Mod,1844,1856,1898,0,1,0,0,0,1,,,
Nathaniel B Smithers,4,DE,Red,Mod,1844,1864,1896,0,1,0,0,0,0,,,
Omar D Conger,4,MI,Red,Mod,1844,1888,1898,0,1,0,0,0,0,,,
Thomas C McCreery,4,KY,Blue,Mod,1844,1880,1890,0,1,0,0,0,0,,,
Thomas H Watts,4,AL,Blue,Cons,1844,1868,1892,0,0,1,0,0,1,,,
William Howard,4,OH,Blue,Mod,1844,1860,1891,0,1,0,0,1,0,,,
William T Avery,4,TN,Blue,Mod,1844,1860,1880,0,1,0,0,0,0,,,
William W Eaton,4,CT,Blue,Mod,1844,1884,1898,0,1,0,1,0,0,,,
Samuel S Marshall,4,IL,Blue,Mod,1846,1876,1890,0,1,0,1,0,0,,,
Aaron Cragin,4,NH,Red,Mod,1848,1876,1898,0,1,0,0,0,0,,,
Benjamin M Boyer,4,PA,Blue,Mod,1848,,1887,0,1,0,1,0,0,,,
Ephraim Wilson II,4,MD,Blue,Cons,1848,1892,1891,0,1,0,1,0,0,,,
Francis P Blair Jr,4,MO,Red,Mod,1848,,1875,0,1,0,0,1,1,1864,,
Frederick Stone,4,MD,Blue,Cons,1848,1872,1899,0,1,0,1,0,0,,,
Jacob H Ela,4,NH,Red,Cons,1848,,1884,0,1,0,0,0,1,,,
James E Bailey,4,TN,Blue,Cons,1848,,1885,0,1,0,0,1,0,,,
